x,y
https://w3id.org/dpv#DataSubject,https://w3id.org/dpv#VulnerableDataSubject
https://w3id.org/dpv#DataSubject,https://w3id.org/dpv#NonCitizen
https://w3id.org/dpv#DataSubject,https://w3id.org/dpv#Adult
https://w3id.org/dpv#DataSubject,https://w3id.org/dpv#Member
https://w3id.org/dpv#DataSubject,https://w3id.org/dpv#Tourist
https://w3id.org/dpv#DataSubject,https://w3id.org/dpv#Citizen
https://w3id.org/dpv#DataSubject,https://w3id.org/dpv#GuardianOfDataSubject
https://w3id.org/dpv#DataSubject,https://w3id.org/dpv#Employee
https://w3id.org/dpv#DataSubject,https://w3id.org/dpv#Student
https://w3id.org/dpv#DataSubject,https://w3id.org/dpv#Applicant
https://w3id.org/dpv#DataSubject,https://w3id.org/dpv#Patient
https://w3id.org/dpv#DataSubject,https://w3id.org/dpv#Customer
https://w3id.org/dpv#DataSubject,https://w3id.org/dpv#Visitor
https://w3id.org/dpv#DataSubject,https://w3id.org/dpv#Participant
https://w3id.org/dpv#DataSubject,https://w3id.org/dpv#Consumer
https://w3id.org/dpv#DataSubject,https://w3id.org/dpv#Child
https://w3id.org/dpv#DataSubject,https://w3id.org/dpv#Subscriber
https://w3id.org/dpv#DataSubject,https://w3id.org/dpv#User
https://w3id.org/dpv#DataSubject,https://w3id.org/dpv#Immigrant
https://w3id.org/dpv#DataSubject,https://w3id.org/dpv#ParentOfDataSubject
https://w3id.org/dpv#VitalInterestOfNaturalPerson,https://w3id.org/dpv#VitalInterestOfDataSubject
https://w3id.org/dpv#Use,https://w3id.org/dpv#Retrieve
https://w3id.org/dpv#Use,https://w3id.org/dpv#Analyse
https://w3id.org/dpv#Use,https://w3id.org/dpv#Access
https://w3id.org/dpv#Use,https://w3id.org/dpv#Assess
https://w3id.org/dpv#Use,https://w3id.org/dpv#Consult
https://w3id.org/dpv#Use,https://w3id.org/dpv#Match
https://w3id.org/dpv#Use,https://w3id.org/dpv#Profiling
https://w3id.org/dpv#Obtain,https://w3id.org/dpv#Generate
https://w3id.org/dpv#Obtain,https://w3id.org/dpv#Collect
https://w3id.org/dpv#Obtain,https://w3id.org/dpv#Observe
https://w3id.org/dpv#Obtain,https://w3id.org/dpv#Derive
https://w3id.org/dpv#Obtain,https://w3id.org/dpv#Record
https://w3id.org/dpv#Obtain,https://w3id.org/dpv#Acquire
https://w3id.org/dpv#PrivacyNotice,https://w3id.org/dpv#ConsentNotice
https://w3id.org/dpv#VulnerableDataSubject,https://w3id.org/dpv#MentallyVulnerableDataSubject
https://w3id.org/dpv#VulnerableDataSubject,https://w3id.org/dpv#ElderlyDataSubject
https://w3id.org/dpv#VulnerableDataSubject,https://w3id.org/dpv#AsylumSeeker
https://w3id.org/dpv#LegalBasis,https://w3id.org/dpv#OfficialAuthorityOfController
https://w3id.org/dpv#LegalBasis,https://w3id.org/dpv#VitalInterest
https://w3id.org/dpv#LegalBasis,https://w3id.org/dpv#DataTransferLegalBasis
https://w3id.org/dpv#LegalBasis,https://w3id.org/dpv#Consent
https://w3id.org/dpv#LegalBasis,https://w3id.org/dpv#LegitimateInterest
https://w3id.org/dpv#LegalBasis,https://w3id.org/dpv#Contract
https://w3id.org/dpv#LegalBasis,https://w3id.org/dpv#PublicInterest
https://w3id.org/dpv#LegalBasis,https://w3id.org/dpv#LegalObligation
https://w3id.org/dpv#RecordsOfActivities,https://w3id.org/dpv#DataProcessingRecord
https://w3id.org/dpv#Necessity,https://w3id.org/dpv#NotRequired
https://w3id.org/dpv#Necessity,https://w3id.org/dpv#Optional
https://w3id.org/dpv#Necessity,https://w3id.org/dpv#Required
https://w3id.org/dpv#HumanInvolvement,https://w3id.org/dpv#HumanInvolvementForOversight
https://w3id.org/dpv#HumanInvolvement,https://w3id.org/dpv#HumanInvolvementForVerification
https://w3id.org/dpv#HumanInvolvement,https://w3id.org/dpv#HumanInvolvementForInput
https://w3id.org/dpv#LocationLocality,https://w3id.org/dpv#RemoteLocation
https://w3id.org/dpv#LocationLocality,https://w3id.org/dpv#LocalLocation
https://w3id.org/dpv#LegalEntity,https://w3id.org/dpv#DataSubject
https://w3id.org/dpv#LegalEntity,https://w3id.org/dpv#DataController
https://w3id.org/dpv#LegalEntity,https://w3id.org/dpv#DataExporter
https://w3id.org/dpv#LegalEntity,https://w3id.org/dpv#Representative
https://w3id.org/dpv#LegalEntity,https://w3id.org/dpv#Recipient
https://w3id.org/dpv#LegalEntity,https://w3id.org/dpv#Authority
https://w3id.org/dpv#LegalEntity,https://w3id.org/dpv#Organisation
https://w3id.org/dpv#SecurityMethod,https://w3id.org/dpv#VirtualisationSecurity
https://w3id.org/dpv#SecurityMethod,https://w3id.org/dpv#NetworkSecurityProtocols
https://w3id.org/dpv#SecurityMethod,https://w3id.org/dpv#UseSyntheticData
https://w3id.org/dpv#SecurityMethod,https://w3id.org/dpv#IntrusionDetectionSystem
https://w3id.org/dpv#SecurityMethod,https://w3id.org/dpv#NetworkProxyRouting
https://w3id.org/dpv#SecurityMethod,https://w3id.org/dpv#VulnerabilityTestingMethods
https://w3id.org/dpv#SecurityMethod,https://w3id.org/dpv#WebBrowserSecurity
https://w3id.org/dpv#SecurityMethod,https://w3id.org/dpv#WirelessSecurityProtocols
https://w3id.org/dpv#SecurityMethod,https://w3id.org/dpv#DocumentSecurity
https://w3id.org/dpv#SecurityMethod,https://w3id.org/dpv#DistributedSystemSecurity
https://w3id.org/dpv#SecurityMethod,https://w3id.org/dpv#WebSecurityProtocols
https://w3id.org/dpv#SecurityMethod,https://w3id.org/dpv#MobilePlatformSecurity
https://w3id.org/dpv#SecurityMethod,https://w3id.org/dpv#FileSystemSecurity
https://w3id.org/dpv#SecurityMethod,https://w3id.org/dpv#OperatingSystemSecurity
https://w3id.org/dpv#SecurityMethod,https://w3id.org/dpv#PenetrationTestingMethods
https://w3id.org/dpv#SecurityMethod,https://w3id.org/dpv#HardwareSecurityProtocols
https://w3id.org/dpv#SecurityAssessment,https://w3id.org/dpv#CybersecurityAssessment
https://w3id.org/dpv#VitalInterest,https://w3id.org/dpv#VitalInterestOfNaturalPerson
https://w3id.org/dpv#CollectedPersonalData,https://w3id.org/dpv#ObservedPersonalData
https://w3id.org/dpv#StaffTraining,https://w3id.org/dpv#ProfessionalTraining
https://w3id.org/dpv#StaffTraining,https://w3id.org/dpv#EducationalTraining
https://w3id.org/dpv#StaffTraining,https://w3id.org/dpv#DataProtectionTraining
https://w3id.org/dpv#StaffTraining,https://w3id.org/dpv#CybersecurityTraining
https://w3id.org/dpv#StaffTraining,https://w3id.org/dpv#SecurityKnowledgeTraining
https://w3id.org/dpv#HumanInvolvementForOversight,https://w3id.org/dpv#AutomatedProcessingWithHumanOversight
https://w3id.org/dpv#ResearchAndDevelopment,https://w3id.org/dpv#CommercialResearch
https://w3id.org/dpv#ResearchAndDevelopment,https://w3id.org/dpv#NonCommercialResearch
https://w3id.org/dpv#ResearchAndDevelopment,https://w3id.org/dpv#AcademicResearch
https://w3id.org/dpv#CryptographicAuthentication,https://w3id.org/dpv#HashMessageAuthenticationCode
https://w3id.org/dpv#CryptographicAuthentication,https://w3id.org/dpv#MessageAuthenticationCodes
https://w3id.org/dpv#CryptographicAuthentication,https://w3id.org/dpv#Authentication-ABC
https://w3id.org/dpv#CryptographicAuthentication,https://w3id.org/dpv#Authentication-PABC
https://w3id.org/dpv#Processing,https://w3id.org/dpv#Use
https://w3id.org/dpv#Processing,https://w3id.org/dpv#Obtain
https://w3id.org/dpv#Processing,https://w3id.org/dpv#Transfer
https://w3id.org/dpv#Processing,https://w3id.org/dpv#Organise
https://w3id.org/dpv#Processing,https://w3id.org/dpv#Disclose
https://w3id.org/dpv#Processing,https://w3id.org/dpv#Remove
https://w3id.org/dpv#Processing,https://w3id.org/dpv#Store
https://w3id.org/dpv#Processing,https://w3id.org/dpv#Transform
https://w3id.org/dpv#Processing,https://w3id.org/dpv#Copy
https://w3id.org/dpv#NaturalPerson,https://w3id.org/dpv#DataSubject
https://w3id.org/dpv#ConsultationWithDataSubject,https://w3id.org/dpv#ConsultationWithDataSubjectRepresentative
https://w3id.org/dpv#Context,https://w3id.org/dpv#Necessity
https://w3id.org/dpv#Context,https://w3id.org/dpv#Justification
https://w3id.org/dpv#Context,https://w3id.org/dpv#ProcessingContext
https://w3id.org/dpv#Context,https://w3id.org/dpv#Scope
https://w3id.org/dpv#Context,https://w3id.org/dpv#Importance
https://w3id.org/dpv#Context,https://w3id.org/dpv#Duration
https://w3id.org/dpv#Context,https://w3id.org/dpv#Frequency
https://w3id.org/dpv#Context,https://w3id.org/dpv#Status
https://w3id.org/dpv#Scale,https://w3id.org/dpv#DataSubjectScale
https://w3id.org/dpv#Scale,https://w3id.org/dpv#DataVolume
https://w3id.org/dpv#Scale,https://w3id.org/dpv#GeographicCoverage
https://w3id.org/dpv#Scale,https://w3id.org/dpv#ProcessingScale
https://w3id.org/dpv#DataController,https://w3id.org/dpv#JointDataControllers
https://w3id.org/dpv#FraudPreventionAndDetection,https://w3id.org/dpv#MaintainFraudDatabase
https://w3id.org/dpv#FraudPreventionAndDetection,https://w3id.org/dpv#CounterMoneyLaundering
https://w3id.org/dpv#Location,https://w3id.org/dpv#LocationLocality
https://w3id.org/dpv#Location,https://w3id.org/dpv#StorageLocation
https://w3id.org/dpv#Location,https://w3id.org/dpv#Region
https://w3id.org/dpv#Location,https://w3id.org/dpv#City
https://w3id.org/dpv#Location,https://w3id.org/dpv#SupraNationalUnion
https://w3id.org/dpv#Location,https://w3id.org/dpv#EconomicUnion
https://w3id.org/dpv#Location,https://w3id.org/dpv#Country
https://w3id.org/dpv#ImpactAssessment,https://w3id.org/dpv#ReviewImpactAssessment
https://w3id.org/dpv#ImpactAssessment,https://w3id.org/dpv#PIA
https://w3id.org/dpv#ImpactAssessment,https://w3id.org/dpv#DataTransferImpactAssessment
https://w3id.org/dpv#ImpactAssessment,https://w3id.org/dpv#DPIA
https://w3id.org/dpv#Transfer,https://w3id.org/dpv#Move
https://w3id.org/dpv#ComplianceStatus,https://w3id.org/dpv#ComplianceUnknown
https://w3id.org/dpv#ComplianceStatus,https://w3id.org/dpv#PartiallyCompliant
https://w3id.org/dpv#ComplianceStatus,https://w3id.org/dpv#NonCompliant
https://w3id.org/dpv#ComplianceStatus,https://w3id.org/dpv#ComplianceViolation
https://w3id.org/dpv#ComplianceStatus,https://w3id.org/dpv#ComplianceIndeterminate
https://w3id.org/dpv#ComplianceStatus,https://w3id.org/dpv#Lawfulness
https://w3id.org/dpv#ComplianceStatus,https://w3id.org/dpv#Compliant
https://w3id.org/dpv#OptimisationForController,https://w3id.org/dpv#InternalResourceOptimisation
https://w3id.org/dpv#OptimisationForController,https://w3id.org/dpv#ImproveExistingProductsAndServices
https://w3id.org/dpv#OptimisationForController,https://w3id.org/dpv#IncreaseServiceRobustness
https://w3id.org/dpv#OptimisationForController,https://w3id.org/dpv#ImproveInternalCRMProcesses
https://w3id.org/dpv#RequestedServiceProvision,https://w3id.org/dpv#DeliveryOfGoods
https://w3id.org/dpv#Entity,https://w3id.org/dpv#OrganisationalUnit
https://w3id.org/dpv#Entity,https://w3id.org/dpv#LegalEntity
https://w3id.org/dpv#Entity,https://w3id.org/dpv#NaturalPerson
https://w3id.org/dpv#Consultation,https://w3id.org/dpv#ConsultationWithDataSubject
https://w3id.org/dpv#Consultation,https://w3id.org/dpv#ConsultationWithDPO
https://w3id.org/dpv#Consultation,https://w3id.org/dpv#ConsultationWithAuthority
https://w3id.org/dpv#ConsentStatusInvalidForProcessing,https://w3id.org/dpv#ConsentRefused
https://w3id.org/dpv#ConsentStatusInvalidForProcessing,https://w3id.org/dpv#ConsentExpired
https://w3id.org/dpv#ConsentStatusInvalidForProcessing,https://w3id.org/dpv#ConsentWithdrawn
https://w3id.org/dpv#ConsentStatusInvalidForProcessing,https://w3id.org/dpv#ConsentRequestDeferred
https://w3id.org/dpv#ConsentStatusInvalidForProcessing,https://w3id.org/dpv#ConsentInvalidated
https://w3id.org/dpv#ConsentStatusInvalidForProcessing,https://w3id.org/dpv#ConsentRequested
https://w3id.org/dpv#ConsentStatusInvalidForProcessing,https://w3id.org/dpv#ConsentUnknown
https://w3id.org/dpv#ConsentStatusInvalidForProcessing,https://w3id.org/dpv#ConsentRevoked
https://w3id.org/dpv#OptimisationForConsumer,https://w3id.org/dpv#OptimiseUserInterface
https://w3id.org/dpv#Assessment,https://w3id.org/dpv#LegitimateInterestAssessment
https://w3id.org/dpv#Assessment,https://w3id.org/dpv#SecurityAssessment
https://w3id.org/dpv#Assessment,https://w3id.org/dpv#ImpactAssessment
https://w3id.org/dpv#Assessment,https://w3id.org/dpv#CybersecurityAssessment
https://w3id.org/dpv#Assessment,https://w3id.org/dpv#EffectivenessDeterminationProcedures
https://w3id.org/dpv#DataProcessor,https://w3id.org/dpv#DataSubProcessor
https://w3id.org/dpv#StorageCondition,https://w3id.org/dpv#StorageDeletion
https://w3id.org/dpv#StorageCondition,https://w3id.org/dpv#StorageLocation
https://w3id.org/dpv#StorageCondition,https://w3id.org/dpv#StorageRestoration
https://w3id.org/dpv#StorageCondition,https://w3id.org/dpv#StorageDuration
https://w3id.org/dpv#SellProducts,https://w3id.org/dpv#SellDataToThirdParties
https://w3id.org/dpv#SellProducts,https://w3id.org/dpv#SellInsightsFromData
https://w3id.org/dpv#SellProducts,https://w3id.org/dpv#SellProductsToDataSubject
https://w3id.org/dpv#Alter,https://w3id.org/dpv#Modify
https://w3id.org/dpv#Consequence,https://w3id.org/dpv#ConsequenceOfFailure
https://w3id.org/dpv#Consequence,https://w3id.org/dpv#ConsequenceAsSideEffect
https://w3id.org/dpv#Consequence,https://w3id.org/dpv#Impact
https://w3id.org/dpv#Consequence,https://w3id.org/dpv#ConsequenceOfSuccess
https://w3id.org/dpv#Consent,https://w3id.org/dpv#UninformedConsent
https://w3id.org/dpv#Consent,https://w3id.org/dpv#InformedConsent
https://w3id.org/dpv#FulfilmentOfObligation,https://w3id.org/dpv#LegalCompliance
https://w3id.org/dpv#FulfilmentOfObligation,https://w3id.org/dpv#FulfilmentOfContractualObligation
https://w3id.org/dpv#DataAnonymisationTechnique,https://w3id.org/dpv#Anonymisation
https://w3id.org/dpv#DataAnonymisationTechnique,https://w3id.org/dpv#Deidentification
https://w3id.org/dpv#DataAnonymisationTechnique,https://w3id.org/dpv#Pseudonymisation
https://w3id.org/dpv#ExpressedConsent,https://w3id.org/dpv#ExplicitlyExpressedConsent
https://w3id.org/dpv#Purpose,https://w3id.org/dpv#EstablishContractualAgreement
https://w3id.org/dpv#Purpose,https://w3id.org/dpv#ResearchAndDevelopment
https://w3id.org/dpv#Purpose,https://w3id.org/dpv#RecordManagement
https://w3id.org/dpv#Purpose,https://w3id.org/dpv#FulfilmentOfObligation
https://w3id.org/dpv#Purpose,https://w3id.org/dpv#ServiceProvision
https://w3id.org/dpv#Purpose,https://w3id.org/dpv#EnforceSecurity
https://w3id.org/dpv#Purpose,https://w3id.org/dpv#OrganisationGovernance
https://w3id.org/dpv#Purpose,https://w3id.org/dpv#CustomerManagement
https://w3id.org/dpv#Purpose,https://w3id.org/dpv#CommunicationManagement
https://w3id.org/dpv#Purpose,https://w3id.org/dpv#AccountManagement
https://w3id.org/dpv#Purpose,https://w3id.org/dpv#HumanResourceManagement
https://w3id.org/dpv#Purpose,https://w3id.org/dpv#Personalisation
https://w3id.org/dpv#Purpose,https://w3id.org/dpv#VendorManagement
https://w3id.org/dpv#Purpose,https://w3id.org/dpv#Marketing
https://w3id.org/dpv#LegitimateInterest,https://w3id.org/dpv#LegitimateInterestOfThirdParty
https://w3id.org/dpv#LegitimateInterest,https://w3id.org/dpv#LegitimateInterestOfController
https://w3id.org/dpv#LegitimateInterest,https://w3id.org/dpv#LegitimateInterestOfDataSubject
https://w3id.org/dpv#Organise,https://w3id.org/dpv#Structure
https://w3id.org/dpv#CustomerCare,https://w3id.org/dpv#CommunicationForCustomerCare
https://w3id.org/dpv#GovernmentalOrganisation,https://w3id.org/dpv#Authority
https://w3id.org/dpv#ServiceProvision,https://w3id.org/dpv#ServiceUsageAnalytics
https://w3id.org/dpv#ServiceProvision,https://w3id.org/dpv#RequestedServiceProvision
https://w3id.org/dpv#ServiceProvision,https://w3id.org/dpv#ServiceRegistration
https://w3id.org/dpv#ServiceProvision,https://w3id.org/dpv#SellProducts
https://w3id.org/dpv#ServiceProvision,https://w3id.org/dpv#TechnicalServiceProvision
https://w3id.org/dpv#ServiceProvision,https://w3id.org/dpv#SearchFunctionalities
https://w3id.org/dpv#ServiceProvision,https://w3id.org/dpv#RepairImpairments
https://w3id.org/dpv#ServiceProvision,https://w3id.org/dpv#PaymentManagement
https://w3id.org/dpv#ServiceProvision,https://w3id.org/dpv#ServiceOptimisation
https://w3id.org/dpv#ServiceProvision,https://w3id.org/dpv#ServicePersonalisation
https://w3id.org/dpv#EnforceSecurity,https://w3id.org/dpv#EnforceAccessControl
https://w3id.org/dpv#EnforceSecurity,https://w3id.org/dpv#FraudPreventionAndDetection
https://w3id.org/dpv#EnforceSecurity,https://w3id.org/dpv#AntiTerrorismOperations
https://w3id.org/dpv#EnforceSecurity,https://w3id.org/dpv#IdentityVerification
https://w3id.org/dpv#TechnicalMeasure,https://w3id.org/dpv#DigitalRightsManagement
https://w3id.org/dpv#TechnicalMeasure,https://w3id.org/dpv#SecurityMethod
https://w3id.org/dpv#TechnicalMeasure,https://w3id.org/dpv#ActivityMonitoring
https://w3id.org/dpv#TechnicalMeasure,https://w3id.org/dpv#DataBackupProtocols
https://w3id.org/dpv#TechnicalMeasure,https://w3id.org/dpv#DataSanitisationTechnique
https://w3id.org/dpv#TechnicalMeasure,https://w3id.org/dpv#AuthenticationProtocols
https://w3id.org/dpv#TechnicalMeasure,https://w3id.org/dpv#CryptographicMethods
https://w3id.org/dpv#TechnicalMeasure,https://w3id.org/dpv#InformationFlowControl
https://w3id.org/dpv#TechnicalMeasure,https://w3id.org/dpv#Encryption
https://w3id.org/dpv#TechnicalMeasure,https://w3id.org/dpv#AuthorisationProtocols
https://w3id.org/dpv#TechnicalMeasure,https://w3id.org/dpv#AccessControlMethod
https://w3id.org/dpv#DataSubjectScale,https://w3id.org/dpv#SingularScaleOfDataSubjects
https://w3id.org/dpv#DataSubjectScale,https://w3id.org/dpv#HugeScaleOfDataSubjects
https://w3id.org/dpv#DataSubjectScale,https://w3id.org/dpv#SmallScaleOfDataSubjects
https://w3id.org/dpv#DataSubjectScale,https://w3id.org/dpv#SporadicScaleOfDataSubjects
https://w3id.org/dpv#DataSubjectScale,https://w3id.org/dpv#MediumScaleOfDataSubjects
https://w3id.org/dpv#DataSubjectScale,https://w3id.org/dpv#LargeScaleOfDataSubjects
https://w3id.org/dpv#DataProcessingRecord,https://w3id.org/dpv#RegisterOfProcessingActivities
https://w3id.org/dpv#DataProcessingRecord,https://w3id.org/dpv#ConsentRecord
https://w3id.org/dpv#LegalAgreement,https://w3id.org/dpv#ContractualTerms
https://w3id.org/dpv#LegalAgreement,https://w3id.org/dpv#DataProcessingAgreement
https://w3id.org/dpv#LegalAgreement,https://w3id.org/dpv#Contract
https://w3id.org/dpv#LegalAgreement,https://w3id.org/dpv#NDA
https://w3id.org/dpv#Disclose,https://w3id.org/dpv#DiscloseByTransmission
https://w3id.org/dpv#Disclose,https://w3id.org/dpv#Disseminate
https://w3id.org/dpv#Disclose,https://w3id.org/dpv#Transmit
https://w3id.org/dpv#Disclose,https://w3id.org/dpv#MakeAvailable
https://w3id.org/dpv#Disclose,https://w3id.org/dpv#Share
https://w3id.org/dpv#OrganisationGovernance,https://w3id.org/dpv#OrganisationComplianceManagement
https://w3id.org/dpv#OrganisationGovernance,https://w3id.org/dpv#MemberPartnerManagement
https://w3id.org/dpv#OrganisationGovernance,https://w3id.org/dpv#OrganisationRiskManagement
https://w3id.org/dpv#OrganisationGovernance,https://w3id.org/dpv#DisputeManagement
https://w3id.org/dpv#Right,https://w3id.org/dpv#DataSubjectRight
https://w3id.org/dpv#Right,https://w3id.org/dpv#ActiveRight
https://w3id.org/dpv#Right,https://w3id.org/dpv#PassiveRight
https://w3id.org/dpv#NonPersonalData,https://w3id.org/dpv#AnonymisedData
https://w3id.org/dpv#PersonalisedAdvertising,https://w3id.org/dpv#TargetedAdvertising
https://w3id.org/dpv#ConsentStatusValidForProcessing,https://w3id.org/dpv#RenewedConsentGiven
https://w3id.org/dpv#ConsentStatusValidForProcessing,https://w3id.org/dpv#ConsentGiven
https://w3id.org/dpv#AuditStatus,https://w3id.org/dpv#AuditApproved
https://w3id.org/dpv#AuditStatus,https://w3id.org/dpv#AuditRejected
https://w3id.org/dpv#AuditStatus,https://w3id.org/dpv#AuditConditionallyApproved
https://w3id.org/dpv#AuditStatus,https://w3id.org/dpv#AuditRequested
https://w3id.org/dpv#AuditStatus,https://w3id.org/dpv#AuditNotRequired
