x,y
https://w3id.org/dpv#AuditStatus,https://w3id.org/dpv#AuditRequired
https://w3id.org/dpv#DataVolume,https://w3id.org/dpv#LargeDataVolume
https://w3id.org/dpv#DataVolume,https://w3id.org/dpv#SingularDataVolume
https://w3id.org/dpv#DataVolume,https://w3id.org/dpv#HugeDataVolume
https://w3id.org/dpv#DataVolume,https://w3id.org/dpv#MediumDataVolume
https://w3id.org/dpv#DataVolume,https://w3id.org/dpv#SmallDataVolume
https://w3id.org/dpv#DataVolume,https://w3id.org/dpv#SporadicDataVolume
https://w3id.org/dpv#TechnicalOrganisationalMeasure,https://w3id.org/dpv#RiskMitigationMeasure
https://w3id.org/dpv#TechnicalOrganisationalMeasure,https://w3id.org/dpv#TechnicalMeasure
https://w3id.org/dpv#TechnicalOrganisationalMeasure,https://w3id.org/dpv#OrganisationalMeasure
https://w3id.org/dpv#CertificationSeal,https://w3id.org/dpv#Seal
https://w3id.org/dpv#CertificationSeal,https://w3id.org/dpv#Certification
https://w3id.org/dpv#AuthorisationProcedure,https://w3id.org/dpv#CredentialManagement
https://w3id.org/dpv#AuthorisationProcedure,https://w3id.org/dpv#IdentityManagementMethod
https://w3id.org/dpv#SensitivePersonalData,https://w3id.org/dpv#SpecialCategoryPersonalData
https://w3id.org/dpv#CustomerSolvencyMonitoring,https://w3id.org/dpv#CreditChecking
https://w3id.org/dpv#InformedConsent,https://w3id.org/dpv#ExpressedConsent
https://w3id.org/dpv#InformedConsent,https://w3id.org/dpv#ImpliedConsent
https://w3id.org/dpv#DataProcessingAgreement,https://w3id.org/dpv#ControllerProcessorAgreement
https://w3id.org/dpv#DataProcessingAgreement,https://w3id.org/dpv#SubProcessorAgreement
https://w3id.org/dpv#DataProcessingAgreement,https://w3id.org/dpv#JointDataControllersAgreement
https://w3id.org/dpv#DataProcessingAgreement,https://w3id.org/dpv#ThirdPartyAgreement
https://w3id.org/dpv#CustomerManagement,https://w3id.org/dpv#CustomerOrderManagement
https://w3id.org/dpv#CustomerManagement,https://w3id.org/dpv#CustomerCare
https://w3id.org/dpv#CustomerManagement,https://w3id.org/dpv#CustomerSolvencyMonitoring
https://w3id.org/dpv#CustomerManagement,https://w3id.org/dpv#CustomerClaimsManagement
https://w3id.org/dpv#CustomerManagement,https://w3id.org/dpv#CustomerRelationshipManagement
https://w3id.org/dpv#Policy,https://w3id.org/dpv#RiskManagementPolicy
https://w3id.org/dpv#Policy,https://w3id.org/dpv#InformationSecurityPolicy
https://w3id.org/dpv#ReviewProcedure,https://w3id.org/dpv#ReviewImpactAssessment
https://w3id.org/dpv#Applicant,https://w3id.org/dpv#JobApplicant
https://w3id.org/dpv#DecisionMaking,https://w3id.org/dpv#AutomatedDecisionMaking
https://w3id.org/dpv#Derive,https://w3id.org/dpv#Infer
https://w3id.org/dpv#Representative,https://w3id.org/dpv#DataProtectionOfficer
https://w3id.org/dpv#Remove,https://w3id.org/dpv#Erase
https://w3id.org/dpv#Remove,https://w3id.org/dpv#Destruct
https://w3id.org/dpv#Contract,https://w3id.org/dpv#EnterIntoContract
https://w3id.org/dpv#Contract,https://w3id.org/dpv#ContractPerformance
https://w3id.org/dpv#AutomationOfProcessing,https://w3id.org/dpv#AutomatedDecisionMaking
https://w3id.org/dpv#AutomationOfProcessing,https://w3id.org/dpv#HumanInvolvement
https://w3id.org/dpv#AutomationOfProcessing,https://w3id.org/dpv#PartiallyAutomatedProcessing
https://w3id.org/dpv#AutomationOfProcessing,https://w3id.org/dpv#AutomatedProcessingWithHumanOversight
https://w3id.org/dpv#AutomationOfProcessing,https://w3id.org/dpv#AlgorithmicLogic
https://w3id.org/dpv#AutomationOfProcessing,https://w3id.org/dpv#AutomatedProcessingWithHumanReview
https://w3id.org/dpv#AutomationOfProcessing,https://w3id.org/dpv#AutomatedProcessingWithHumanInput
https://w3id.org/dpv#AutomationOfProcessing,https://w3id.org/dpv#CompletelyManualProcessing
https://w3id.org/dpv#AutomationOfProcessing,https://w3id.org/dpv#FullyAutomatedProcessing
https://w3id.org/dpv#GeographicCoverage,https://w3id.org/dpv#LocalityScale
https://w3id.org/dpv#GeographicCoverage,https://w3id.org/dpv#GlobalScale
https://w3id.org/dpv#GeographicCoverage,https://w3id.org/dpv#LocalEnvironmentScale
https://w3id.org/dpv#GeographicCoverage,https://w3id.org/dpv#RegionalScale
https://w3id.org/dpv#GeographicCoverage,https://w3id.org/dpv#NearlyGlobalScale
https://w3id.org/dpv#GeographicCoverage,https://w3id.org/dpv#NationalScale
https://w3id.org/dpv#GeographicCoverage,https://w3id.org/dpv#MultiNationalScale
https://w3id.org/dpv#Lawfulness,https://w3id.org/dpv#LawfulnessUnkown
https://w3id.org/dpv#Lawfulness,https://w3id.org/dpv#Unlawful
https://w3id.org/dpv#Lawfulness,https://w3id.org/dpv#Lawful
https://w3id.org/dpv#CommunicationManagement,https://w3id.org/dpv#CommunicationForCustomerCare
https://w3id.org/dpv#LocationFixture,https://w3id.org/dpv#FederatedLocations
https://w3id.org/dpv#LocationFixture,https://w3id.org/dpv#VariableLocation
https://w3id.org/dpv#LocationFixture,https://w3id.org/dpv#FixedLocation
https://w3id.org/dpv#LocationFixture,https://w3id.org/dpv#RandomLocation
https://w3id.org/dpv#LocationFixture,https://w3id.org/dpv#DecentralisedLocations
https://w3id.org/dpv#ProcessingContext,https://w3id.org/dpv#EvaluationOfIndividuals
https://w3id.org/dpv#ProcessingContext,https://w3id.org/dpv#EvaluationScoring
https://w3id.org/dpv#ProcessingContext,https://w3id.org/dpv#ScoringOfIndividuals
https://w3id.org/dpv#ProcessingContext,https://w3id.org/dpv#Scale
https://w3id.org/dpv#ProcessingContext,https://w3id.org/dpv#StorageCondition
https://w3id.org/dpv#ProcessingContext,https://w3id.org/dpv#DecisionMaking
https://w3id.org/dpv#ProcessingContext,https://w3id.org/dpv#AutomationOfProcessing
https://w3id.org/dpv#ProcessingContext,https://w3id.org/dpv#InnovativeUseOfNewTechnologies
https://w3id.org/dpv#ProcessingContext,https://w3id.org/dpv#SystematicMonitoring
https://w3id.org/dpv#ProcessingContext,https://w3id.org/dpv#DataSource
https://w3id.org/dpv#DataSanitisationTechnique,https://w3id.org/dpv#DataAnonymisationTechnique
https://w3id.org/dpv#DataSanitisationTechnique,https://w3id.org/dpv#DataRedaction
https://w3id.org/dpv#ProcessingScale,https://w3id.org/dpv#MediumScaleProcessing
https://w3id.org/dpv#ProcessingScale,https://w3id.org/dpv#SmallScaleProcessing
https://w3id.org/dpv#ProcessingScale,https://w3id.org/dpv#LargeScaleProcessing
https://w3id.org/dpv#ConformanceStatus,https://w3id.org/dpv#Conformant
https://w3id.org/dpv#ConformanceStatus,https://w3id.org/dpv#NonConformant
https://w3id.org/dpv#Customer,https://w3id.org/dpv#Client
https://w3id.org/dpv#ProvidePersonalisedRecommendations,https://w3id.org/dpv#ProvideProductRecommendations
https://w3id.org/dpv#ProvidePersonalisedRecommendations,https://w3id.org/dpv#ProvideEventRecommendations
https://w3id.org/dpv#ConsentStatus,https://w3id.org/dpv#ConsentStatusInvalidForProcessing
https://w3id.org/dpv#ConsentStatus,https://w3id.org/dpv#ConsentStatusValidForProcessing
https://w3id.org/dpv#Consult,https://w3id.org/dpv#Query
https://w3id.org/dpv#Consult,https://w3id.org/dpv#Monitor
https://w3id.org/dpv#HumanInvolvementForVerification,https://w3id.org/dpv#AutomatedProcessingWithHumanReview
https://w3id.org/dpv#Notice,https://w3id.org/dpv#PrivacyNotice
https://w3id.org/dpv#Notice,https://w3id.org/dpv#RightNonFulfilmentNotice
https://w3id.org/dpv#Notice,https://w3id.org/dpv#RightFulfilmentNotice
https://w3id.org/dpv#ActivityStatus,https://w3id.org/dpv#ActivityProposed
https://w3id.org/dpv#ActivityStatus,https://w3id.org/dpv#ActivityHalted
https://w3id.org/dpv#ActivityStatus,https://w3id.org/dpv#ActivityCompleted
https://w3id.org/dpv#ActivityStatus,https://w3id.org/dpv#ActivityOngoing
https://w3id.org/dpv#OrganisationalMeasure,https://w3id.org/dpv#RegularityOfRecertification
https://w3id.org/dpv#OrganisationalMeasure,https://w3id.org/dpv#RecordsOfActivities
https://w3id.org/dpv#OrganisationalMeasure,https://w3id.org/dpv#StaffTraining
https://w3id.org/dpv#OrganisationalMeasure,https://w3id.org/dpv#Consultation
https://w3id.org/dpv#OrganisationalMeasure,https://w3id.org/dpv#Assessment
https://w3id.org/dpv#OrganisationalMeasure,https://w3id.org/dpv#LegalAgreement
https://w3id.org/dpv#OrganisationalMeasure,https://w3id.org/dpv#CertificationSeal
https://w3id.org/dpv#OrganisationalMeasure,https://w3id.org/dpv#AuthorisationProcedure
https://w3id.org/dpv#OrganisationalMeasure,https://w3id.org/dpv#Policy
https://w3id.org/dpv#OrganisationalMeasure,https://w3id.org/dpv#ReviewProcedure
https://w3id.org/dpv#OrganisationalMeasure,https://w3id.org/dpv#PrivacyByDesign
https://w3id.org/dpv#OrganisationalMeasure,https://w3id.org/dpv#Notice
https://w3id.org/dpv#OrganisationalMeasure,https://w3id.org/dpv#SecurityProcedure
https://w3id.org/dpv#OrganisationalMeasure,https://w3id.org/dpv#GovernanceProcedures
https://w3id.org/dpv#OrganisationalMeasure,https://w3id.org/dpv#GuidelinesPrinciple
https://w3id.org/dpv#OrganisationalMeasure,https://w3id.org/dpv#Safeguard
https://w3id.org/dpv#Damage,https://w3id.org/dpv#Harm
https://w3id.org/dpv#Damage,https://w3id.org/dpv#MaterialDamage
https://w3id.org/dpv#Damage,https://w3id.org/dpv#NonMaterialDamage
https://w3id.org/dpv#Impact,https://w3id.org/dpv#Damage
https://w3id.org/dpv#Impact,https://w3id.org/dpv#Benefit
https://w3id.org/dpv#Impact,https://w3id.org/dpv#Detriment
https://w3id.org/dpv#HumanResourceManagement,https://w3id.org/dpv#PersonnelManagement
https://w3id.org/dpv#AuthenticationProtocols,https://w3id.org/dpv#CryptographicAuthentication
https://w3id.org/dpv#AuthenticationProtocols,https://w3id.org/dpv#PasswordAuthentication
https://w3id.org/dpv#AuthenticationProtocols,https://w3id.org/dpv#SingleSignOn
https://w3id.org/dpv#AuthenticationProtocols,https://w3id.org/dpv#BiometricAuthentication
https://w3id.org/dpv#AuthenticationProtocols,https://w3id.org/dpv#ZeroKnowledgeAuthentication
https://w3id.org/dpv#AuthenticationProtocols,https://w3id.org/dpv#MultiFactorAuthentication
https://w3id.org/dpv#FixedLocation,https://w3id.org/dpv#FixedMultipleLocations
https://w3id.org/dpv#FixedLocation,https://w3id.org/dpv#FixedSingularLocation
https://w3id.org/dpv#RemoteLocation,https://w3id.org/dpv#CloudLocation
https://w3id.org/dpv#SecurityProcedure,https://w3id.org/dpv#ThirdPartySecurityProcedures
https://w3id.org/dpv#SecurityProcedure,https://w3id.org/dpv#SecurityAssessment
https://w3id.org/dpv#SecurityProcedure,https://w3id.org/dpv#BackgroundChecks
https://w3id.org/dpv#SecurityProcedure,https://w3id.org/dpv#RiskManagementPolicy
https://w3id.org/dpv#SecurityProcedure,https://w3id.org/dpv#RiskManagementProcess
https://w3id.org/dpv#SecurityProcedure,https://w3id.org/dpv#RiskManagementPlan
https://w3id.org/dpv#SecurityProcedure,https://w3id.org/dpv#SecurityRoleProcedures
https://w3id.org/dpv#SecurityProcedure,https://w3id.org/dpv#TrustedThirdPartyUtilisation
https://w3id.org/dpv#Personalisation,https://w3id.org/dpv#PersonalisedAdvertising
https://w3id.org/dpv#Personalisation,https://w3id.org/dpv#ServicePersonalisation
https://w3id.org/dpv#CryptographicMethods,https://w3id.org/dpv#CryptographicAuthentication
https://w3id.org/dpv#CryptographicMethods,https://w3id.org/dpv#DifferentialPrivacy
https://w3id.org/dpv#CryptographicMethods,https://w3id.org/dpv#AsymmetricCryptography
https://w3id.org/dpv#CryptographicMethods,https://w3id.org/dpv#CryptographicKeyManagement
https://w3id.org/dpv#CryptographicMethods,https://w3id.org/dpv#HomomorphicEncryption
https://w3id.org/dpv#CryptographicMethods,https://w3id.org/dpv#HashFunctions
https://w3id.org/dpv#CryptographicMethods,https://w3id.org/dpv#ZeroKnowledgeAuthentication
https://w3id.org/dpv#CryptographicMethods,https://w3id.org/dpv#DigitalSignatures
https://w3id.org/dpv#PersonalData,https://w3id.org/dpv#PseudonymisedData
https://w3id.org/dpv#PersonalData,https://w3id.org/dpv#CollectedPersonalData
https://w3id.org/dpv#PersonalData,https://w3id.org/dpv#SensitivePersonalData
https://w3id.org/dpv#PersonalData,https://w3id.org/dpv#GeneratedPersonalData
https://w3id.org/dpv#PersonalData,https://w3id.org/dpv#DerivedPersonalData
https://w3id.org/dpv#Importance,https://w3id.org/dpv#PrimaryImportance
https://w3id.org/dpv#Importance,https://w3id.org/dpv#SecondaryImportance
https://w3id.org/dpv#Advertising,https://w3id.org/dpv#PersonalisedAdvertising
https://w3id.org/dpv#GeneratedPersonalData,https://w3id.org/dpv#InferredPersonalData
https://w3id.org/dpv#Record,https://w3id.org/dpv#RightExerciseRecord
https://w3id.org/dpv#LocalLocation,https://w3id.org/dpv#WithinVirtualEnvironment
https://w3id.org/dpv#LocalLocation,https://w3id.org/dpv#WithinDevice
https://w3id.org/dpv#LocalLocation,https://w3id.org/dpv#WithinPhysicalEnvironment
https://w3id.org/dpv#LocalLocation,https://w3id.org/dpv#PublicLocation
https://w3id.org/dpv#LocalLocation,https://w3id.org/dpv#PrivateLocation
https://w3id.org/dpv#GovernanceProcedures,https://w3id.org/dpv#IncidentManagementProcedures
https://w3id.org/dpv#GovernanceProcedures,https://w3id.org/dpv#MonitoringPolicies
https://w3id.org/dpv#GovernanceProcedures,https://w3id.org/dpv#AssetManagementProcedures
https://w3id.org/dpv#GovernanceProcedures,https://w3id.org/dpv#DisasterRecoveryProcedures
https://w3id.org/dpv#GovernanceProcedures,https://w3id.org/dpv#LoggingPolicies
https://w3id.org/dpv#GovernanceProcedures,https://w3id.org/dpv#IncidentReportingCommunication
https://w3id.org/dpv#GovernanceProcedures,https://w3id.org/dpv#ComplianceMonitoring
https://w3id.org/dpv#Duration,https://w3id.org/dpv#UntilTimeDuration
https://w3id.org/dpv#Duration,https://w3id.org/dpv#TemporalDuration
https://w3id.org/dpv#Duration,https://w3id.org/dpv#EndlessDuration
https://w3id.org/dpv#Duration,https://w3id.org/dpv#StorageDuration
https://w3id.org/dpv#Duration,https://w3id.org/dpv#UntilEventDuration
https://w3id.org/dpv#Duration,https://w3id.org/dpv#FixedOccurencesDuration
https://w3id.org/dpv#HumanInvolvementForInput,https://w3id.org/dpv#AutomatedProcessingWithHumanInput
https://w3id.org/dpv#Data,https://w3id.org/dpv#NonPersonalData
https://w3id.org/dpv#Data,https://w3id.org/dpv#VerifiedData
https://w3id.org/dpv#Data,https://w3id.org/dpv#UnverifiedData
https://w3id.org/dpv#Data,https://w3id.org/dpv#SyntheticData
https://w3id.org/dpv#Data,https://w3id.org/dpv#PersonalData
https://w3id.org/dpv#Data,https://w3id.org/dpv#IncorrectData
https://w3id.org/dpv#Recipient,https://w3id.org/dpv#DataProcessor
https://w3id.org/dpv#Recipient,https://w3id.org/dpv#ThirdParty
https://w3id.org/dpv#Recipient,https://w3id.org/dpv#DataImporter
https://w3id.org/dpv#GuidelinesPrinciple,https://w3id.org/dpv#CodeOfConduct
https://w3id.org/dpv#GuidelinesPrinciple,https://w3id.org/dpv#DesignStandard
https://w3id.org/dpv#GuidelinesPrinciple,https://w3id.org/dpv#PrivacyByDefault
https://w3id.org/dpv#Country,https://w3id.org/dpv#ThirdCountry
https://w3id.org/dpv#Rule,https://w3id.org/dpv#Permission
https://w3id.org/dpv#Rule,https://w3id.org/dpv#Prohibition
https://w3id.org/dpv#Rule,https://w3id.org/dpv#Obligation
https://w3id.org/dpv#VendorManagement,https://w3id.org/dpv#VendorRecordsManagement
https://w3id.org/dpv#VendorManagement,https://w3id.org/dpv#VendorSelectionAssessment
https://w3id.org/dpv#VendorManagement,https://w3id.org/dpv#VendorPayment
https://w3id.org/dpv#Encryption,https://w3id.org/dpv#AsymmetricEncryption
https://w3id.org/dpv#Encryption,https://w3id.org/dpv#EncryptionInTransfer
https://w3id.org/dpv#Encryption,https://w3id.org/dpv#SymmetricEncryption
https://w3id.org/dpv#Encryption,https://w3id.org/dpv#EncryptionInUse
https://w3id.org/dpv#Encryption,https://w3id.org/dpv#EndToEndEncryption
https://w3id.org/dpv#Encryption,https://w3id.org/dpv#EncryptionAtRest
https://w3id.org/dpv#Safeguard,https://w3id.org/dpv#SafeguardForDataTransfer
https://w3id.org/dpv#Authority,https://w3id.org/dpv#SupraNationalAuthority
https://w3id.org/dpv#Authority,https://w3id.org/dpv#RegionalAuthority
https://w3id.org/dpv#Authority,https://w3id.org/dpv#DataProtectionAuthority
https://w3id.org/dpv#Authority,https://w3id.org/dpv#NationalAuthority
https://w3id.org/dpv#AccessControlMethod,https://w3id.org/dpv#UsageControl
https://w3id.org/dpv#AccessControlMethod,https://w3id.org/dpv#PhysicalAccessControlMethod
https://w3id.org/dpv#Pseudonymisation,https://w3id.org/dpv#FullyRandomisedPseudonymisation
https://w3id.org/dpv#Pseudonymisation,https://w3id.org/dpv#DocumentRandomisedPseudonymisation
https://w3id.org/dpv#Pseudonymisation,https://w3id.org/dpv#MonotonicCounterPseudonymisation
https://w3id.org/dpv#Pseudonymisation,https://w3id.org/dpv#DeterministicPseudonymisation
https://w3id.org/dpv#Pseudonymisation,https://w3id.org/dpv#RNGPseudonymisation
https://w3id.org/dpv#DerivedPersonalData,https://w3id.org/dpv#InferredPersonalData
https://w3id.org/dpv#Organisation,https://w3id.org/dpv#AcademicScientificOrganisation
https://w3id.org/dpv#Organisation,https://w3id.org/dpv#NonProfitOrganisation
https://w3id.org/dpv#Organisation,https://w3id.org/dpv#InternationalOrganisation
https://w3id.org/dpv#Organisation,https://w3id.org/dpv#GovernmentalOrganisation
https://w3id.org/dpv#Organisation,https://w3id.org/dpv#NonGovernmentalOrganisation
https://w3id.org/dpv#Organisation,https://w3id.org/dpv#ForProfitOrganisation
https://w3id.org/dpv#Organisation,https://w3id.org/dpv#IndustryConsortium
https://w3id.org/dpv#CreditChecking,https://w3id.org/dpv#MaintainCreditRatingDatabase
https://w3id.org/dpv#CreditChecking,https://w3id.org/dpv#MaintainCreditCheckingDatabase
https://w3id.org/dpv#Frequency,https://w3id.org/dpv#ContinousFrequency
https://w3id.org/dpv#Frequency,https://w3id.org/dpv#SingularFrequency
https://w3id.org/dpv#Frequency,https://w3id.org/dpv#OftenFrequency
https://w3id.org/dpv#Frequency,https://w3id.org/dpv#SporadicFrequency
https://w3id.org/dpv#CustomerRelationshipManagement,https://w3id.org/dpv#ImproveInternalCRMProcesses
https://w3id.org/dpv#DataSource,https://w3id.org/dpv#NonPublicDataSource
https://w3id.org/dpv#DataSource,https://w3id.org/dpv#PublicDataSource
https://w3id.org/dpv#DataSource,https://w3id.org/dpv#DataPublishedByDataSubject
https://w3id.org/dpv#Marketing,https://w3id.org/dpv#SocialMediaMarketing
https://w3id.org/dpv#Marketing,https://w3id.org/dpv#DirectMarketing
https://w3id.org/dpv#Marketing,https://w3id.org/dpv#PublicRelations
https://w3id.org/dpv#Marketing,https://w3id.org/dpv#Advertising
https://w3id.org/dpv#PersonnelManagement,https://w3id.org/dpv#PersonnelHiring
https://w3id.org/dpv#PersonnelManagement,https://w3id.org/dpv#PersonnelPayment
https://w3id.org/dpv#ServiceOptimisation,https://w3id.org/dpv#OptimisationForController
https://w3id.org/dpv#ServiceOptimisation,https://w3id.org/dpv#OptimisationForConsumer
https://w3id.org/dpv#ServicePersonalisation,https://w3id.org/dpv#PersonalisedBenefits
https://w3id.org/dpv#ServicePersonalisation,https://w3id.org/dpv#ProvidePersonalisedRecommendations
https://w3id.org/dpv#ServicePersonalisation,https://w3id.org/dpv#UserInterfacePersonalisation
https://w3id.org/dpv#Transform,https://w3id.org/dpv#Adapt
https://w3id.org/dpv#Transform,https://w3id.org/dpv#Align
https://w3id.org/dpv#Transform,https://w3id.org/dpv#Alter
https://w3id.org/dpv#Transform,https://w3id.org/dpv#Restrict
https://w3id.org/dpv#Transform,https://w3id.org/dpv#Screen
https://w3id.org/dpv#Transform,https://w3id.org/dpv#Anonymise
https://w3id.org/dpv#Transform,https://w3id.org/dpv#Filter
https://w3id.org/dpv#Transform,https://w3id.org/dpv#Combine
https://w3id.org/dpv#Transform,https://w3id.org/dpv#Pseudonymise
https://w3id.org/dpv#Status,https://w3id.org/dpv#ComplianceStatus
https://w3id.org/dpv#Status,https://w3id.org/dpv#AuditStatus
https://w3id.org/dpv#Status,https://w3id.org/dpv#ConformanceStatus
https://w3id.org/dpv#Status,https://w3id.org/dpv#ConsentStatus
https://w3id.org/dpv#Status,https://w3id.org/dpv#ActivityStatus
